FID,ogc_fid,fcode,nam,na2,ctu,tdi,tsi,registro,num_atr,provincia,canton,parroquia,nombre,categoria,tipo,subtipo,jerarquia,pdf,desc_,desc2,desc3,lat,lon,img,geometry,DPA_PARROQ,DPA_CANTON,DPA_PROVIN
atractivos_tur.247,247,AX004,fichas/0247.pdf,MUSEO PACOCHA,998,998,2,1,247,MANABI,MANTA,SANTA MARIANITA (BOCA DE PACOCHE),MUSEO PACOCHA,MANIFESTACIONES CULTURALES,ARQUITECTURA,INFRAESTRUCTURA CULTURAL,III,fichas/0247.pdf,Museo Pacocha tiene una muestra de arqueológica y etnográfica de Manabí. Situado en Manta en la localidad de Pacoche los artefactos que se encuentran en este museo provienen de los,"alrededores, Loma Liguiqui la colección de cerámica es de estilo Manteño, Jama Tardio y Bahía 2, son artefactos originales hecho a base de cerámica y piedra",,-1.046,-80.867825,img_fichas/0247.jpg,POINT (514705.34687497484 9884385.133159222),130852,1308  ,13
atractivos_tur.250,250,AX004,fichas/0250.pdf,PLAYA CRUCITA,998,998,2,1,250,MANABI,PORTOVIEJO,CRUCITA,PLAYA CRUCITA,ATRACTIVOS NATURALES,COSTAS O LITORALES,PLAYA,III,fichas/0250.pdf,"Crucita, es uno de los destinos turísticos playeros preferidos de Ecuador. Ubicada en la parroquia del mismo nombre, a 40 km de Manta, a 45 km de Bahía de Caráquez y a solo 27 km de la capital","de la provincia de Manabí, Portoviejo.  Este sitio es el destino de playa más visitado en del Ecuador, gracias a su agradable clima durante todos los días del año. Su principal recursos es la","práctica de parapente y alas delta, es un punto referente para la gastronomía tradicional.",-0.866,-80.538465,img_fichas/0250.jpg,POINT (551352.0219893627 9904277.780831428),130153,1301  ,13
atractivos_tur.356,356,AX004,fichas/0356.pdf,PAILONES RIO TOBAR,998,998,2,1,356,EL ORO,PASAJE,CASACAY,PAILONES RIO TOBAR,ATRACTIVOS NATURALES,RÍOS,CASCADA,II,fichas/0356.pdf,"de flora y fauna impresionante. Los Pailones del Río Tobar, ubicado en la parroquia Casacay con temperatura promedio de 23°C. Se caracteriza por su formación natural de pailones y caídas de aguas cristalinas. En el entorno del atractivo existe un ec","Dentro de las facilidades turísticas existe un estacionamiento y una batería sanitaria. En el atractivo se realizan actividades recreativas, senderismo, canyoning, avistamiento de flora y fauna y picnic.",,-3.33841,-79.72768,img_fichas/0356.jpg,POINT (641350.3252140873 9630909.794259097),070952,0709  ,07
atractivos_tur.357,357,AX004,fichas/0357.pdf,CHORRERA RIO PINDO,998,998,2,1,357,EL ORO,PASAJE,UZHCURRUMI,CHORRERA RIO PINDO,ATRACTIVOS NATURALES,RÍOS,CASCADA,II,fichas/0357.pdf,"La Chorrera de Río Pindo, Uzhcurrumi, Pasaje, El Oro; con 18°C. Su ingreso es gratuito. Se  se caracteriza por poseer tres cascadas, con una altura de 5 a 100 metros. Existen escenarios paisajísticos donde se observa la flora y fauna. En la comunidad","Río Pindo se han implementado facilidades turísticas para darle un realce al lugar, como:cabañas, baterías sanitarias y servicio de hospedaje. En el lugar se practica el turismo de naturaleza, recreación y esparcimiento; pesca deportiva y caminata.",,-3.36492,-79.57326,img_fichas/0357.jpg,POINT (658504.9361260923 9627955.093779322),070955,0709  ,07
atractivos_tur.358,358,AX004,fichas/0358.pdf,DOS BOCAS,998,998,2,1,358,EL ORO,PASAJE,PROGRESO,DOS BOCAS,ATRACTIVOS NATURALES,RÍOS,RÍO,III,fichas/0358.pdf,El Balneario Dos Bocas en la parroquia Progreso con 23°C es de ingreso gratuito. Atractivo natural que se caracteriza por poseer dos vertientes de agua; caliente y fría. Alrededor del río existen grandes piedras que le dan un diseño rústico natural.,"Existe un sendero ecológico donde se aprecia la naturaleza. A 5 minutos, existe la venta de comida sólo en fin de semana. Se practica: trekking, senderismo, ciclismo, pesca deportiva y recreación acuática.",,-3.26903,-79.73727,img_fichas/0358.jpg,POINT (640294.4803480215 9638581.86048515),070954,0709  ,07
atractivos_tur.861,861,AX004,fichas/0854.pdf,LAGUNA CHINCHILLA,998,998,2,1,854,LOJA,SARAGURO,EL PARAISO DE CELEN,LAGUNA CHINCHILLA,ATRACTIVOS NATURALES,AMBIENTES LACUSTRES,LAGUNA,II,fichas/0854.pdf,"La Laguna Chinchilla se encuentra en la provincia de Loja, cantón Saraguro, parroquia El Paraiso de Celén, es de origen natural de aproximadamente 600 metros de longitud, está rodeada de una exuberante vegetación típica del páramo, en la parte","interna de la laguna se encuentran algunas islas. Esta laguna es considerada sagrada ya que aquí se realiza la práctica del shamanismo. Se puede realizar baños de purificación, observación de flora y fauna, caminatas, pesca deportiva y fotografía.",,-3.60931,-79.39704,img_fichas/0854.jpg,POINT (678041.0812184577 9600900.68833565),111151,1111  ,11
atractivos_tur.991,991,AX004,fichas/0941.pdf,BOSQUE DE ARRAYANES,998,998,2,1,941,CARCHI,MONTUFAR,SAN JOSÉ,BOSQUE DE ARRAYANES,ATRACTIVOS NATURALES,BOSQUES,MONTANO BAJO,III,fichas/0941.pdf,"En la comunidad de Monteverde, parroquia urbana de San José, encontramos al milenario Bosque de los Arrayanes con una extensión de 16 hectáreas conformado en su mayoría por imponentes árboles de arrayán (Eugenia Myrtelloides) con una altura","aproximada de 20 mts, árboles de encinos y Charmuelán y un sotobosque de anturios, bromelias y orquídeas. Se caracteriza por ser único en el Ecuador y el segundo en Sudamérica luego del de Bariloche-Argentina.",,0.55471,-77.78896,img_fichas/0941.jpg,POINT (857480.1315919997 10061409.198411323),040550,0405  ,04
atractivos_tur.992,992,AX004,fichas/0942.pdf,CASONA MUNICIPAL,998,998,2,1,942,CARCHI,MONTUFAR,GONZÁLEZ SUÁREZ,CASONA MUNICIPAL,MANIFESTACIONES CULTURALES,ARQUITECTURA,HISTÓRICA / VERNÁCULA,III,fichas/0942.pdf,"El bien inmueble ubicado en las calles Sucre y Bolívar, forma parte de las construcciones patrimoniales del centro histórico de San Gabriel declarado Patrimonio Cultural de la nación en 1992, mismo que ha sido restaurado por lo que",se puede admirar la belleza de ese tipo de construcciones (estilo republicano) y en el que se encuentra funcionando y brindando sus servicios a la ciudadanía el GAD Municipal de Montúfar.,,0.598885,-77.835495,img_fichas/0942.jpg,POINT (852291.3931571632 10066296.577344604),040550,0405  ,04
atractivos_tur.176,176,AX004,fichas/0176.pdf,RÍO CANUTO-CABAÑAS EL TOTO,998,998,2,1,176,MANABI,CHONE,CANUTO,RÍO CANUTO-CABAÑAS EL TOTO,ATRACTIVOS NATURALES,RÍOS,RÍO,II,fichas/0176.pdf,"Las Cabañas El Toto es un lugar natural donde se puede compartir una experiencia de ocio y degustar la gastronomía, ubicado en el cantón Chone, provincia Manabí.",,,-0.809,-80.10655,img_fichas/0176.jpg,POINT (599412.8263444129 9910570.188467275),130352,1303  ,13
atractivos_tur.253,253,AX004,fichas/0253.pdf,CASCADA KUSHNI PAKCHA,998,998,2,1,253,ORELLANA,ORELLANA,SAN LUIS DE ARMENIA,CASCADA KUSHNI PAKCHA,ATRACTIVOS NATURALES,RÍOS,CASCADA,III,fichas/0253.pdf,"La cascada Kushni Pakcha (Cascada de Humo) tiene una caída de 8 metros, está ubicada en la comunidad de Alto Manduro en un espacio de  bosque primario.","Se pueden realizar actividades de recreación, observación de flora y fauna, caminata a orillas del río, fotografía, degustación de platos típicos como la uchumaga, maito, caldo de bagre,",además el emprendimiento comuntiario brinda servicios de alimentación y camping.,-0.533583,-77.13336,img_fichas/0253.jpg,POINT (930570.788689102 9940887.572265174),220161,2201  ,22
atractivos_tur.258,258,AX004,fichas/0258.pdf,LAGUNA DE AÑANGU,998,998,2,1,258,ORELLANA,ORELLANA,ALEJANDRO LABAKA,LAGUNA DE AÑANGU,ATRACTIVOS NATURALES,AMBIENTES LACUSTRES,LAGUNA,IV,fichas/0258.pdf,"En el corazón del Parque Nacional Yasuní, se localiza la laguna Añangucocha, la cual se caracteriza por una variada biodiversidad que habita en un denso bosque nublado lluvioso.","Sus aguas son negras pero de poco sedimento, las cuales forman un espejo de agua en el que se pueden realizar actividades turísticas, como navegar en canoa por la laguna y sus afluentes,","o bien disfrutar de una caminata en sus alrededores pantanosos, es un paisaje ideal para la fotografía y observación de avifauna.",-0.523795,-76.439961,img_fichas/0258.jpg,POINT (1007937.1539496849 9941919.81888631),220153,2201  ,22
atractivos_tur.259,259,AX004,fichas/0259.pdf,LAGUNA TARACOA,998,998,2,1,259,ORELLANA,ORELLANA,TARACOA (NUEVA ESPERANZA: YUCA),LAGUNA TARACOA,ATRACTIVOS NATURALES,AMBIENTES LACUSTRES,LAGO,III,fichas/0259.pdf,"La laguna Taracoa tiene una dimensión de 1.400 metros de largo por 800 metros de ancho. Se realizan actividadades como recorrido en botes; senderismo, observación de flora y fauna, avistamiento de aves,","demostraciones culturales de la nacionalidad kichwa. Junto a laguna se encuentra el CTC Ilakucha que brinda servicios de alimentación, guianza y camping.",,-0.465017,-76.766023,img_fichas/0259.jpg,POINT (971552.4287303742 9948460.035934255),220152,2201  ,22
atractivos_tur.262,262,AX004,fichas/0262.pdf,LAGUNA YANACOCHA POMPEYA,998,998,2,1,262,ORELLANA,ORELLANA,ALEJANDRO LABAKA,LAGUNA YANACOCHA POMPEYA,ATRACTIVOS NATURALES,AMBIENTES LACUSTRES,LAGUNA,II,fichas/0262.pdf,"La laguna de Yanacocha (laguna negra), forma parte de los sistemas lacustres de la zona de amortiguamiento del Parque Nacional Yasuní,  la comunidad Pompeya a través del emprendimiento Pashpanchu protege este importante recurso,","donde se realizan actividades de esparcimiento como navegación quilla, interpretación ambienal y observación de aves, ademas de encontrar un sendero elevado para acceder a la laguna,",en el emprendimiento se ofertan servicios turísticos.,-0.468537,-76.639334,img_fichas/0262.jpg,POINT (985689.0486297626 9948061.210992781),220153,2201  ,22
atractivos_tur.263,263,AX004,fichas/0263.pdf,LAGUNA YUTURI,998,998,2,1,263,ORELLANA,ORELLANA,EL EDEN,LAGUNA YUTURI,ATRACTIVOS NATURALES,AMBIENTES LACUSTRES,LAGUNA,III,fichas/0263.pdf,"La laguna Yuturi pertenece a la zona de amortiguamiento del Parque Nacional Yasuní, por tanto posee una gran biodiversidad. Se desarrollan actividades de ecoturismo,  aviturismo, observación de flora y fauna, senderismo, caminata, paseo en bote.","Junto a la laguna se encuentra el Emprendimiento Comunitario Eden Amazon Lodge que brinda el servicio de hospedaje, alimentación y guianza.",,-0.543496,-76.053819,img_fichas/0263.jpg,POINT (1051050.878228453 9939701.296564914),220155,2201  ,22
atractivos_tur.264,264,AX004,fichas/0264.pdf,MUSEO ALEJANDRO E INES,998,998,2,1,264,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),MUSEO ALEJANDRO E INES,MANIFESTACIONES CULTURALES,ARQUITECTURA,INFRAESTRUCTURA CULTURAL,II,fichas/0264.pdf,"El museo de Alejando e Inés,  se encuentra ubicado en la zona central  de la ciudad de El Coca junto a la Iglesia Catedral, en este museo se puede encontrar una muestra fotográfica que presenta la historia y misión evangelizadora",de Alejandro Labaka  e Ines Arango con la nacionalidad Waorani. Es especial interés todos los detalles que reviven el último día de la vida de estos personajes y la trágica historia con los pueblos no contactados.,,-0.472234,-76.985954,img_fichas/0264.jpg,POINT (947015.9907026795 9947674.723935455),220150,2201  ,22
atractivos_tur.265,265,AX004,fichas/0265.pdf,MUSEO TEMÁTICO OMAGUAS,998,998,2,1,265,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),MUSEO TEMÁTICO OMAGUAS,MANIFESTACIONES CULTURALES,ARQUITECTURA,INFRAESTRUCTURA RECREATIVA,III,fichas/0265.pdf,"El Museo Temático Omaguas se encuentra ubicado en el barrio Moretal de la ciudad de El Coca; este museo constituye un espacio para conocer la historia, mitos y leyendas de los Omaguas.","A través de un recorrido guiado de 1 hora y 15 minutos, en donde el anfitrión relata acontecimientos históricos utilizando varios elementos interpretativos en tres espacios y ambientes",basados en los ecosistemas amazónicos y las nacionalidades indígenas que habitan la provincia.,-0.432082,-77.002483,img_fichas/0265.jpg,POINT (945174.7084720324 9952124.688837443),220150,2201  ,22
atractivos_tur.266,266,AX004,fichas/0266.pdf,SALADERO DE LOROS AÑANGU,998,998,2,1,266,ORELLANA,ORELLANA,EL EDEN,SALADERO DE LOROS AÑANGU,ATRACTIVOS NATURALES,FENÓMENOS GEOLÓGICOS,ESCARPA DE FALLA (PLIEGUE),III,fichas/0266.pdf,"El saladero constituye un excelentes sitio para observar diversas especies de fauna, en especial las aves, miembros de la familia de los psitácidos (loros y pericos), de ahí su nombre, “Saladero de Loros de Añangu”.","La alta concentración de sales minerales en este lugar permite a cientos de loros o guacamayos azules-amarillos, llegar cada mañana para mordisquear, picotear, arañar y beber lodo y agua.",Este sitio se ha convertido en un punto de observación y estudio de este grupo de aves.,-0.47714,-76.277727,img_fichas/0266.jpg,POINT (1026052.5055190179 9947080.840923667),220155,2201  ,22
atractivos_tur.287,287,AX004,fichas/0287.pdf,PEÑA PIVICO,998,998,2,1,287,NAPO,QUIJOS,CUYUJA,PEÑA PIVICO,ATRACTIVOS NATURALES,FENÓMENOS GEOLÓGICOS,ESCARPA DE FALLA (PLIEGUE),III,fichas/0287.pdf,"La Peña de Pivico está localizada por Baeza por la vía asfaltada a Quito, hasta la parroquia Cuyuja . Este atractivo cuenta con una altura de 120 m. por 60 m. de ancho;","en este atractivo el turista tendrá oportunidad de realizar actividades que suben la adrenalina, entre estas ellas podemos mencionar fotografía, caminata, rapell, recreacional.",,-0.41803,-78.025,img_fichas/0287.jpg,POINT (831184.0994499227 9953732.342231315),150752,1507  ,15
atractivos_tur.288,288,AX004,fichas/0288.pdf,TERMAS DE PAPALLACTA,998,998,2,1,288,NAPO,QUIJOS,PAPALLACTA,TERMAS DE PAPALLACTA,ATRACTIVOS NATURALES,AGUAS SUBTERRÁNEAS,MANANTIAL DE AGUA TERMAL,III,fichas/0288.pdf,"Termas Papallacta es un Spa & Resort ubicado en el páramo andino en la parroquia de Papallacta, en un entorno natural único,",conformado por un equipo humano comprometido en garantizar que la experiencia de relajación y descanso de nuestros clientes sea completa.,,-0.36191,-78.14988,img_fichas/0288.jpg,POINT (817272.4587071235 9959948.189740276),150753,1507  ,15
atractivos_tur.289,289,AX004,fichas/0289.pdf,TERMAS DE JAMANCO,998,998,2,1,289,NAPO,QUIJOS,PAPALLACTA,TERMAS DE JAMANCO,ATRACTIVOS NATURALES,AMBIENTES LACUSTRES,LAGUNA,III,fichas/0289.pdf,"Ubicado en Papallacta, este complejo de aguas termales le pertenece a la comuna Jamanco, rodeado de extensas áreas verdes, cerca del río Tambo y con acceso a la Laguna Papallacta lo hace un atractivo interesante para su visita.",,,-0.374791,-78.16921,img_fichas/0289.jpg,POINT (815118.4396227832 9958523.375509838),150753,1507  ,15
atractivos_tur.295,295,AX004,fichas/0295.pdf,BOULEVAR PARQUE RECREACIONAL SANTA CLARA,998,998,2,1,295,PICHINCHA,RUMIÑAHUI,SANGOLQUÍ,BOULEVAR PARQUE RECREACIONAL SANTA CLARA,MANIFESTACIONES CULTURALES,ARQUITECTURA,ESPACIO PÚBLICO,II,fichas/0295.pdf,"El Boulevard se encuentra ubicado en la parte posterior del río con el mismo nombre. Cuenta con espacios destinados a actividades recreativas como patinaje, ciclismo y juegos infantiles, entre otras actividades.","Además de poseer una gran variedad de especies de flora y fauna, este lugar cuenta con un estacionamiento con una capacidad aproximada de 25 - 30 autos.",,-0.330372,-78.443165,img_fichas/0295.jpg,POINT (784602.1282494604 9963447.329391303),170550,1705  ,17
atractivos_tur.296,296,AX004,fichas/0296.pdf,CAPILLA DE FAJARDO,998,998,2,1,296,PICHINCHA,RUMIÑAHUI,SANGOLQUÍ,CAPILLA DE FAJARDO,MANIFESTACIONES CULTURALES,ARQUITECTURA,HISTÓRICA / VERNÁCULA,II,fichas/0296.pdf,"La Capilla, se encuentra en la calle Concepción y Santa Rita. Fundada por David Llumiquinga, Manuel Pillajo el 22 de Marzo de 1962. La capilla es considerado Patrimonio Cultural de la Nación por el INPC el 17 de junio de 2001.",La Iglesia de estilo ecléctico tiene una portada compuesta entre ladrillo y piedra que enmarca en relieve y en la parte superior remata en un arco de medio punto en el ingreso principal.,,-0.335812,-78.471477,img_fichas/0296.jpg,POINT (781448.4834819809 9962846.263306832),170550,1705  ,17
atractivos_tur.297,297,AX004,fichas/0297.pdf,CAPILLA SAN FRANCISCO,998,998,2,1,297,PICHINCHA,RUMIÑAHUI,SANGOLQUÍ,CAPILLA SAN FRANCISCO,MANIFESTACIONES CULTURALES,ARQUITECTURA,HISTÓRICA / VERNÁCULA,III,fichas/0297.pdf,"Junto a la Iglesia Matriz de Sangolquí se encuentra un Mousoleo Juan de Salinas y una pequeña Capilla San Francisco construida aproximadamente hace dos siglos, en el cual se guarda delicadamente un arte religioso,",esto se debe a que la Capilla San Francisco se encuentra edificada sobre las ruinas de la primera Iglesia Parroquial. Fue declarada Patrimonio Cultural de la Nación por el INPC el 27 de marzo de 1992.,,-0.32897,-78.448195,img_fichas/0297.jpg,POINT (784041.9038207202 9963602.591531202),170550,1705  ,17
atractivos_tur.298,298,AX004,fichas/0298.pdf,CASCADA RUMIBOSQUE,998,998,2,1,298,PICHINCHA,RUMIÑAHUI,SANGOLQUÍ,CASCADA RUMIBOSQUE,ATRACTIVOS NATURALES,RÍOS,CASCADA,II,fichas/0298.pdf,"Ubicado en la Parroqui a de Sangolqui, por el Barrio Loreto, la cascada Rumibosque posee un clima agradable, es permitido bañarse mientras se relaja con los cantos de colibríes, mirlos y pavas de monte","haciendo un lugar muy fasinante. Se puede descender a las cascadas Pailón de Oro, Surohuaico y la Yumbita. Las cascadas provienen de los deshielos del Sincholagua y del Río Pita.",,-0.392266,-78.399671,img_fichas/0298.jpg,POINT (789444.8185065507 9956597.82336732),170550,1705  ,17
atractivos_tur.299,299,AX004,fichas/0299.pdf,CASCADA VIRGEN DE LA PIEDRA,998,998,2,1,299,PICHINCHA,RUMIÑAHUI,RUMIPAMBA,CASCADA VIRGEN DE LA PIEDRA,ATRACTIVOS NATURALES,RÍOS,CASCADA,II,fichas/0299.pdf,"La Cascada Virgen de la Piedra está ubicada en la parroquia urbana de Rumipamba, la cual posee varios atractivos. En el trayecto del sendero se pueden apreciar varias cascadas provenientes del Río Pita",con accesibilidad a través de puentes colgantes instalados por el Municipio de Rumiñahui. El acceso es mediante el Sendero Vilatuña en un tiempo aproximado de 40 minutos. Aquí se puede realizar la actividad de fotografía la cascada de aprox. 8metros,,-0.446098,-78.416025,img_fichas/0299.jpg,POINT (787580.9485405602 9950575.62029755),170552,1705  ,17
atractivos_tur.300,300,AX004,fichas/0300.pdf,CENTRO COMERCIAL SAN LUIS,998,998,2,1,300,PICHINCHA,RUMIÑAHUI,SAN RAFAEL,CENTRO COMERCIAL SAN LUIS,MANIFESTACIONES CULTURALES,ARQUITECTURA,OTRAS INFRAESTRUCTURAS SOCIALES,III,fichas/0300.pdf,"San Luis Shopping denominado como “El corazón del Valle” por ser el centro de entretenimiento de la parroquia de Sangolquí. Desde la autopista General Rumiñahui en el sector de San Rafael se puede observar la torre insignia de San Luis Shopping,",ubicado a 45 minutos de la ciudad de Quito. Su espacio es apto para la realización de manifestaciones culturales así como actividades vivenciales y recreacionales donde sus visitantes participarán de una nueva experiencia.,,-0.307692,-78.450422,img_fichas/0300.jpg,POINT (783794.4335541513 9965956.86001503),170550,1705  ,17
atractivos_tur.993,993,AX004,fichas/0943.pdf,IGLESIA MATRIZ (VIRGEN DE LAS NIEVES),998,998,2,1,943,CARCHI,MONTUFAR,GONZÁLEZ SUÁREZ,IGLESIA MATRIZ (VIRGEN DE LAS NIEVES),MANIFESTACIONES CULTURALES,ARQUITECTURA,HISTÓRICA / VERNÁCULA,II,fichas/0943.pdf,La Iglesia Matriz  es parte del patrimonio Inmueble del cantón Montufar con alto valor histórico pues es la única en el país construida según la Ley de Indias (fuera de la Plaza Central); data del siglo XVI y su reconstrucción en 1869. En su interi,guarda hermosos altares de estilo republicano moderno y muestras pictóricas importantes. En el altar mayor reposa la imagen española de la VIRGEN DE LAS NIEVES patrona de San Gabriel. En ella se realizan las principales celebraciones religiosas.,,0.59741,-77.83443,img_fichas/0943.jpg,POINT (852410.1710540853 10066133.363171766),040550,0405  ,04
atractivos_tur.994,994,AX004,fichas/0944.pdf,"LAGUNA ""EL SALADO""",998,998,2,1,944,CARCHI,MONTUFAR,CRISTOBAL COLON,"LAGUNA ""EL SALADO""",ATRACTIVOS NATURALES,AMBIENTES LACUSTRES,LAGUNA,III,fichas/0944.pdf,"En la parroquia Cristóbal Colón a 7,5 Km. de la ciudad de San Gabriel, se encuentra un embalse lacustre cuya construcción data de hace  aproximadamente 80 años atrás. Tiene una extensión de 24 hectáreas y una circunvalación de 2.790 metros.","La vegetación natural está compuesta por: cartuchos, rosas, totora, lirio, que en su interior albergan nidales de patos y colibríes. En el sitio se realiza paseos en bote, caminata, ciclismo, degustación gastronómica o avistamiento de aves.",,0.581204,-77.790885,img_fichas/0944.jpg,POINT (857263.9682898985 10064342.097310465),040551,0405  ,04
atractivos_tur.995,995,AX004,fichas/0945.pdf,MALECÓN ALFREDO PALACIO,998,998,2,1,945,GUAYAS,DURÁN,ELOY ALFARO (DURÁN),MALECÓN ALFREDO PALACIO,MANIFESTACIONES CULTURALES,ARQUITECTURA,ESPACIO PÚBLICO,II,fichas/0945.pdf,"El malecón Dr. Alfredo Palacios en Durán es un encantador paseo a las orillas del río Guayas, rodeado de vibrante vegetación. Ofrece vistas espectaculares, especialmente al atardecer, y cuenta con áreas recreativas, espacios para ejercicio y una","variedad de restaurantes en sus alrededores donde se podrá disfrutar de la gastronomía local, tales como hornado de chancho, fritada y encebollado. Es el lugar perfecto para relajarse y disfrutar de la tranquilidad del cantón Durán",,-2.170407,-79.854572,img_fichas/0945.jpg,POINT (627375.1505170964 9760055.438817434),090750,0907  ,09
atractivos_tur.996,996,AX004,fichas/0946.pdf,MALECÓN DR. ROBERTO GILBERT,998,998,2,1,946,GUAYAS,DURÁN,ELOY ALFARO (DURÁN),MALECÓN DR. ROBERTO GILBERT,MANIFESTACIONES CULTURALES,ARQUITECTURA,ESPACIO PÚBLICO,II,fichas/0946.pdf,"El malecón Dr. Roberto Gilbert es un agradable punto turístico junto al río Guayas, que ofrece vistas increíbles desde su imponente mirador. Especialmente al atardecer, es ideal para caminatas, paseos en bicicleta y disfrute de la naturaleza.","Este malecón combina belleza escénica con un ambiente familiar, convirtiéndolo en un lugar perfecto para descubrir la auténtica vida local. Se complementa perfectamente con la Aerovía, ofreciendo un plan ideal para toda la familia.",,-2.187686,-79.855691,img_fichas/0946.jpg,POINT (627249.2468116953 9758145.274188919),090750,0907  ,09
atractivos_tur.301,301,AX004,fichas/0301.pdf,JARDIN_BOTÁNICO_EL_GATO,998,998,2,1,301,MORONA SANTIAGO,GUALAQUIZA,GUALAQUIZA,JARDIN_BOTÁNICO_EL_GATO,MANIFESTACIONES CULTURALES,REALIZACIONES TÉCNICAS Y CIENTÍFICAS,CENTROS DE EXHIBICIÓN DE FLORA Y FAUNA,II,fichas/0301.pdf,"La propiedad donde actualmente se ubica el jardín, anteriormente fue un pastizal para el ganado, desde el 2003 se inicio todo un proceso de reforestación con plantas nativas y ornamentales como el bamboo, orquídeas, anturios, achos, heliconias,","bromelias, helechos, guayusa, barbasco, plantas de coca, ayahuasca, entre otras; en fauna destacan monos, guatusas, armadillo y aves exóticas. El lugar se centra en la conservación de la naturaleza y la sostenibilidad.",,-3.39529,-78.57424,img_fichas/0301.jpg,POINT (769536.2243252387 9624375.95930766),140250,1402  ,14
atractivos_tur.315,315,AX004,fichas/0315.pdf,HACIENDA CHILLO COMPAÑÍA,998,998,2,1,315,PICHINCHA,RUMIÑAHUI,SANGOLQUÍ,HACIENDA CHILLO COMPAÑÍA,MANIFESTACIONES CULTURALES,ARQUITECTURA,HISTÓRICA / VERNÁCULA,II,fichas/0315.pdf,"La Hacienda ""Chillo Compañía"" perteneció a la propiedad de Juan Pío Montufar, este lugar fue elegido por los patriotas en 1808 como lugar de planificación estratégica y descanso para el primer grito de la independencia","el 10 de agosto 1809, considerando como ""Santuario Cívico de la Patria"". No se puede acceder a la Hacienda solo se puede visitar la capilla.",,-0.348683,-78.427321,img_fichas/0315.jpg,POINT (786366.3798368899 9961420.901557595),170550,1705  ,17
atractivos_tur.316,316,AX004,fichas/0316.pdf,HACIENDA SAN ISIDRO,998,998,2,1,316,PICHINCHA,RUMIÑAHUI,SAN PEDRO DE TABOADA,HACIENDA SAN ISIDRO,MANIFESTACIONES CULTURALES,ARQUITECTURA,HISTÓRICA / VERNÁCULA,II,fichas/0316.pdf,"La Hacienda San Isidro es un Patrimonio Arquitectónico Colonial del Ecuador con más de 300 años de Historia, es una hacienda emblemática del Valle de los Chillos. Sus muros de barro, ladrillo y tapial de más de un metro de ancho","han perdurado en el transcurso del tiempo. La vida de la Hacienda San Isidro, se basaba en la tierra fértil, los extensos cultivos de maíz y papa, el ganado lechero,  la crema y la mantequilla. Actualmente se realiza feria de emprendimientos.",,-0.330213,-78.46429,img_fichas/0316.jpg,POINT (782249.1492653154 9963465.524367072),170550,1705  ,17
atractivos_tur.317,317,AX004,fichas/0317.pdf,HACIENDA LA CARRIONA,998,998,2,1,317,PICHINCHA,RUMIÑAHUI,SANGOLQUÍ,HACIENDA LA CARRIONA,MANIFESTACIONES CULTURALES,ARQUITECTURA,ÁREA HISTÓRICA,III,fichas/0317.pdf,"La Carriona es una hacienda de más de 200 años, ubicada en  Sangolqui, en el sector DANEC, en la Av. Los Shirys. La infraestructura de la antigua casa ha sido restaurada y ampliada para crear lo que ahora es La Carriona.","Bajo el mismo techo se puede disfrutar de los corredores y cuartos de la antigua hacienda. También cuenta con elegantes comedores y un acogedor bar, punto de encuentro para reuniones de negocios, o tan solo para relajarse entre amigos.",,-0.34216,-78.45209,img_fichas/0317.jpg,POINT (783607.6821839507 9962143.358312188),170550,1705  ,17
atractivos_tur.318,318,AX004,fichas/0318.pdf,MONUMENTO AL MAIZ,998,998,2,1,318,PICHINCHA,RUMIÑAHUI,SANGOLQUÍ,MONUMENTO AL MAIZ,MANIFESTACIONES CULTURALES,ARQUITECTURA,MONUMENTOS,II,fichas/0318.pdf,"El Monumento está ubicado en la Av. Abdón Calderón, Luis Cordero, Juan de Salinas y Gral. Pintag. Símbolo emblemático de la ciudad de Sangolquí que representa la gran producción agrícola de la zona, motivo por el cual","se llegó a determinar al Valle de los Chillos como el ""Granero de Quito"". El monumento es obra del prestigioso ecuatoriano, maestro de las artes plásticas, Gonzalo Endara Crown. Su figura nos recuerda al maíz de mazorca grande y robusta","llamado ""Maíz Chillo"". Fue erigido en 1989.",-0.33398,-78.44037,img_fichas/0318.jpg,POINT (784913.3455165422 9963048.055705637),170550,1705  ,17
atractivos_tur.319,319,AX004,fichas/0319.pdf,BOSQUE DE LA RESERVA ECOLOGICA SANTA RITA,998,998,2,1,319,PICHINCHA,RUMIÑAHUI,RUMIPAMBA,BOSQUE DE LA RESERVA ECOLOGICA SANTA RITA,ATRACTIVOS NATURALES,BOSQUES,EN PÁRAMO,III,fichas/0319.pdf,"La Reserva Ecológica Privada ""Santa Rita"", cuenta con 250 hectáreas de bosque Siempre Verde Montano Bajo, destinados al cuidado y protección de especies nativas del lugar. Se encuentra ubicado entre los cantones de Rumiñahui y Mejía.","El Área consta de 5 senderos, área de camping, observación de flora y fauna, entre otras actividades.",,-0.486764,-78.437001,img_fichas/0319.jpg,POINT (785283.182316011 9946143.704174303),170552,1705  ,17
