ID unico de usuario|Calif promedio iglesias|Calif promedio resorts|Calif promedio playas|Calif promedio parques|Calif promedio teatros|Calif promedio museos|Calif promedio centros_comerciales|Calif promedio zoologicos|Calif promedio restaurantes|Calif promedio bares_pubs|Calif promedio servicios_locales|Calif promedio pizzerias_hamburgueserias|Calif promedio hoteles_alojamientos|Calif promedio juguerias|Calif promedio galerias_arte|Calif promedio discotecas|Calif promedio piscinas|Calif promedio gimnasios|Calif promedio panaderias|Calif promedio belleza_spas|Calif promedio cafeterias|Calif promedio miradores|Calif promedio monumentos|Calif promedio jardines|provincia|canton|parroquia|nombre|desc_|desc2|desc3|lat|lon
User 151|0.82|5.0|1.4|1.41|1.42|2.27|5.0|4.05|5.0|5.0|2.61|2.3|1.81|1.42|5.0|0.71|0.69|0.7|0.87|0.75|0.83|0.81|0.8|0.8|PICHINCHA|RUMIÑAHUI|SAN RAFAEL|CENTRO COMERCIAL SAN LUIS|San Luis Shopping denominado como “El corazón del Valle” por ser el centro de entretenimiento de la parroquia de Sangolquí. Desde la autopista General Rumiñahui en el sector de San Rafael se puede observar la torre insignia de San Luis Shopping,|ubicado a 45 minutos de la ciudad de Quito. Su espacio es apto para la realización de manifestaciones culturales así como actividades vivenciales y recreacionales donde sus visitantes participarán de una nueva experiencia.|Sin información|-0.307692|-78.450422
User 152|0.84|1.49|1.42|1.43|1.43|2.28|5.0|4.04|5.0|5.0|2.59|2.28|1.79|1.4|5.0|0.7|0.69|0.69|0.72|0.9|0.86|0.83|0.81|0.83|CARCHI|MONTUFAR|GONZÁLEZ SUÁREZ|IGLESIA MATRIZ (VIRGEN DE LAS NIEVES)|La Iglesia Matriz  es parte del patrimonio Inmueble del cantón Montufar con alto valor histórico pues es la única en el país construida según la Ley de Indias (fuera de la Plaza Central), data del siglo XVI y su reconstrucción en 1869. En su interi|guarda hermosos altares de estilo republicano moderno y muestras pictóricas importantes. En el altar mayor reposa la imagen española de la VIRGEN DE LAS NIEVES patrona de San Gabriel. En ella se realizan las principales celebraciones religiosas.|Sin información|0.59741|-77.83443
User 153|0.86|5.0|1.43|1.44|1.43|2.29|5.0|4.04|5.0|5.0|2.57|2.26|1.77|1.38|5.0|0.69|0.68|0.69|0.78|0.73|0.88|0.85|0.83|0.85|CARCHI|MONTUFAR|CRISTOBAL COLON|"LAGUNA ""EL SALADO"""|En la parroquia Cristóbal Colón a 7,5 Km. de la ciudad de San Gabriel, se encuentra un embalse lacustre cuya construcción data de hace  aproximadamente 80 años atrás. Tiene una extensión de 24 hectáreas y una circunvalación de 2.790 metros.|La vegetación natural está compuesta por: cartuchos, rosas, totora, lirio, que en su interior albergan nidales de patos y colibríes. En el sitio se realiza paseos en bote, caminata, ciclismo, degustación gastronómica o avistamiento de aves.|Sin información|0.581204|-77.790885
User 154|1.02|5.0|1.45|1.47|1.44|2.28|5.0|4.03|5.0|5.0|2.55|2.24|1.72|1.36|5.0|0.69|0.67|0.68|0.71|0.88|0.89|0.87|0.85|0.86|GUAYAS|DURÁN|ELOY ALFARO (DURÁN)|MALECÓN ALFREDO PALACIO|El malecón Dr. Alfredo Palacios en Durán es un encantador paseo a las orillas del río Guayas, rodeado de vibrante vegetación. Ofrece vistas espectaculares, especialmente al atardecer, y cuenta con áreas recreativas, espacios para ejercicio y una|variedad de restaurantes en sus alrededores donde se podrá disfrutar de la gastronomía local, tales como hornado de chancho, fritada y encebollado. Es el lugar perfecto para relajarse y disfrutar de la tranquilidad del cantón Durán|Sin información|-2.170407|-79.854572
User 155|1.04|5.0|1.47|1.48|1.45|3.12|5.0|4.02|5.0|5.0|2.53|2.21|1.7|1.34|5.0|0.68|0.67|0.67|0.71|0.72|0.92|0.89|0.87|0.89|GUAYAS|DURÁN|ELOY ALFARO (DURÁN)|MALECÓN DR. ROBERTO GILBERT|El malecón Dr. Roberto Gilbert es un agradable punto turístico junto al río Guayas, que ofrece vistas increíbles desde su imponente mirador. Especialmente al atardecer, es ideal para caminatas, paseos en bicicleta y disfrute de la naturaleza.|Este malecón combina belleza escénica con un ambiente familiar, convirtiéndolo en un lugar perfecto para descubrir la auténtica vida local. Se complementa perfectamente con la Aerovía, ofreciendo un plan ideal para toda la familia.|Sin información|-2.187686|-79.855691
User 156|1.12|5.0|1.49|1.5|1.45|3.12|5.0|4.01|5.0|5.0|2.51|2.19|1.68|1.32|5.0|0.67|0.66|0.67|0.78|0.71|0.93|0.91|0.9|0.94|MORONA SANTIAGO|GUALAQUIZA|GUALAQUIZA|JARDIN_BOTÁNICO_EL_GATO|La propiedad donde actualmente se ubica el jardín, anteriormente fue un pastizal para el ganado, desde el 2003 se inicio todo un proceso de reforestación con plantas nativas y ornamentales como el bamboo, orquídeas, anturios, achos, heliconias,|bromelias, helechos, guayusa, barbasco, plantas de coca, ayahuasca, entre otras, en fauna destacan monos, guatusas, armadillo y aves exóticas. El lugar se centra en la conservación de la naturaleza y la sostenibilidad.|Sin información|-3.39529|-78.57424
User 157|1.09|5.0|1.51|1.52|1.46|5.0|5.0|4.01|5.0|5.0|2.49|2.16|1.65|1.3|0.89|0.66|0.65|0.66|0.78|0.89|0.95|0.94|0.92|0.95|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|HACIENDA CHILLO COMPAÑÍA|"La Hacienda ""Chillo Compañía"" perteneció a la propiedad de Juan Pío Montufar, este lugar fue elegido por los patriotas en 1808 como lugar de planificación estratégica y descanso para el primer grito de la independencia"|"el 10 de agosto 1809, considerando como ""Santuario Cívico de la Patria"". No se puede acceder a la Hacienda solo se puede visitar la capilla."|Sin información|-0.348683|-78.427321
User 158|1.8|5.0|1.52|1.54|1.47|4.52|5.0|4.0|5.0|5.0|2.48|2.14|1.63|1.28|5.0|0.66|0.64|0.65|0.67|0.9|0.97|0.96|0.94|0.95|PICHINCHA|RUMIÑAHUI|SAN PEDRO DE TABOADA|HACIENDA SAN ISIDRO|La Hacienda San Isidro es un Patrimonio Arquitectónico Colonial del Ecuador con más de 300 años de Historia, es una hacienda emblemática del Valle de los Chillos. Sus muros de barro, ladrillo y tapial de más de un metro de ancho|han perdurado en el transcurso del tiempo. La vida de la Hacienda San Isidro, se basaba en la tierra fértil, los extensos cultivos de maíz y papa, el ganado lechero,  la crema y la mantequilla. Actualmente se realiza feria de emprendimientos.|Sin información|-0.330213|-78.46429
User 159|1.01|5.0|1.54|1.56|1.53|3.1|5.0|3.99|5.0|5.0|2.47|2.12|1.62|1.26|5.0|0.65|0.64|0.65|1.82|0.91|0.99|0.98|0.96|0.98|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|HACIENDA LA CARRIONA|La Carriona es una hacienda de más de 200 años, ubicada en  Sangolqui, en el sector DANEC, en la Av. Los Shirys. La infraestructura de la antigua casa ha sido restaurada y ampliada para crear lo que ahora es La Carriona.|Bajo el mismo techo se puede disfrutar de los corredores y cuartos de la antigua hacienda. También cuenta con elegantes comedores y un acogedor bar, punto de encuentro para reuniones de negocios, o tan solo para relajarse entre amigos.|Sin información|-0.34216|-78.45209
User 160|1.58|1.57|1.56|1.57|1.54|4.51|5.0|3.99|5.0|5.0|5|2.09|1.59|1.23|4.72|0.64|0.63|0.64|0.66|0.69|1.01|1.0|0.98|0.99|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|MONUMENTO AL MAIZ|El Monumento está ubicado en la Av. Abdón Calderón, Luis Cordero, Juan de Salinas y Gral. Pintag. Símbolo emblemático de la ciudad de Sangolquí que representa la gran producción agrícola de la zona, motivo por el cual|"se llegó a determinar al Valle de los Chillos como el ""Granero de Quito"". El monumento es obra del prestigioso ecuatoriano, maestro de las artes plásticas, Gonzalo Endara Crown. Su figura nos recuerda al maíz de mazorca grande y robusta"|"llamado ""Maíz Chillo"". Fue erigido en 1989."|-0.33398|-78.44037
User 161|1.6|1.59|1.58|1.59|1.55|4.5|5.0|3.98|5.0|5.0|1.94|2.07|1.58|1.21|5.0|0.63|0.62|0.63|0.65|0.92|1.04|1.01|1.0|1.03|PICHINCHA|RUMIÑAHUI|RUMIPAMBA|BOSQUE DE LA RESERVA ECOLOGICA SANTA RITA|"La Reserva Ecológica Privada ""Santa Rita"", cuenta con 250 hectáreas de bosque Siempre Verde Montano Bajo, destinados al cuidado y protección de especies nativas del lugar. Se encuentra ubicado entre los cantones de Rumiñahui y Mejía."|El Área consta de 5 senderos, área de camping, observación de flora y fauna, entre otras actividades.|Sin información|-0.486764|-78.437001
User 162|1.27|1.6|1.6|1.61|1.56|4.49|5.0|3.97|5.0|5.0|1.92|2.05|1.55|1.19|5.0|0.63|0.61|0.62|5.0|0.93|1.28|1.03|1.02|1.06|PICHINCHA|RUMIÑAHUI|SAN PEDRO DE TABOADA|PARQUE RUMILOMA|Ubicado en la Parroquia de Fajardo, ela Plaza tiene seis áreas verdes que conforman un semi circulo. Fue rehabilitado por el Municipio, se cambió la imagen de manera integral. Sus jardineras, caminerías y la iluminación|son las características que lo hacen un lugar de esparcimiento familiar. Quien ha visitado el parque de Rumiloma puede asegurar que es uno de los sitios atractivos con los que cuenta el Cantón.|Sin información|-0.330067|-78.477618
User 163|1.27|1.62|1.61|1.63|1.56|5.0|5.0|3.97|5.0|5.0|1.94|2.03|1.54|1.17|5.0|0.62|0.61|0.61|0.73|0.66|1.29|1.06|1.03|1.05|PICHINCHA|RUMIÑAHUI|COTOGCHOA|CASCADA PADRE URCO|"La Cascada ""Padre Urco"", posee una altura de 25 metros, su nombre se debe a la formación pétrea que se asemeja a un sacerdote con un libro en la mano. Hoy en día carece de recursos hídricos,"|por tal motivo el atractivo se ha ido deteriorando con el pasar del tiempo afectando la disminución del cauce del río y la belleza paisajística. El atractivo no cuenta con un sendero debidamente mantenido, lo cual dificulta el acceso al mismo.|Sin información|-0.429|-78.44705
User 164|1.27|1.63|1.63|1.65|1.57|4.47|5.0|3.96|5.0|5.0|1.88|1.82|1.52|1.16|5.0|0.61|0.6|0.61|0.63|0.65|1.3|1.07|1.05|1.07|PICHINCHA|RUMIÑAHUI|SANGOLQUÍ|HACIENDA EL CORTIJO|Ubicada en la Parroquia de Sangolqui, en la av. General Rumiñahui calle Iritiyacu, la Hacienda el Cortijo fue establecida en el año de 1942 como una hacienda ganadera. Su dueña fue la señora Inés Ibarra.|Hoy en día tiene 40 hectáreas posibles a reducirse por la parcelación. Actualmente pertenece a la familia  Bertini Chiriboga. Fue totalmente restaurada y la hacienda es utilizada pra eventos sociales, pero no pueden realizar actividades turísticas.|Sin información|-0.36029|-78.46981
User 165|1.28|1.65|1.65|1.66|1.58|4.46|5.0|3.96|5.0|5.0|1.86|1.99|1.5|1.14|5.0|0.61|0.59|0.6|5.0|0.65|1.11|1.09|1.07|1.14|PICHINCHA|RUMIÑAHUI|COTOGCHOA|HACIENDA MERCED DE VILLOTA|"La Hacienda ""Merced de Villota"", cuenta con un diseño de la época renacentista y neoclásica, además de otros diseños arquitectónicos mejorando su criterio estético el cual se conserva hasta la actualidad."|Esta propiedad de 700 hectáreas hábiles para la agricultura, se encuentra muy bien cuidada, tienen un ordeño mecánico con 25 vacas también tiene pastos, caballos y legumbres para el consumo humano en pequeños huertos, no tiene fines turísticos.|Sin información|-0.365941|-78.460738
User 166|1.3|1.66|1.66|1.68|3.12|4.45|5.0|3.95|5.0|5.0|1.84|1.98|1.48|1.12|5.0|0.6|0.59|0.59|0.62|0.96|1.12|1.11|1.09|1.11|PICHINCHA|RUMIÑAHUI|COTOGCHOA|IGLESIA SAN JUAN COTOGCHOA|"La ""Iglesia San Juan de Cotogchoa"", fue creada el 24 de junio de 1966, por una orden sacerdotal de Diocesanos. En 1966 Cotogchoa conforma una de las parroquias del Cantón Rumiñahui,"|"de esta manera la Iglesia se convierte en una ""Iglesia Parroquial"". El atractivo cuenta con una fachada misma que fue patrimonio. En el altar principal se encuentra colocadas las reliquias de Santa Marianita y San Marcelo en honor a San Juan Bautista."|Sin información|-0.368068|-78.453073
User 167|1.32|1.68|1.68|1.69|3.11|4.44|5.0|5.0|5.0|5.0|1.82|1.96|1.46|1.11|5.0|0.59|0.58|0.59|0.73|0.63|1.15|1.12|1.1|1.14|ORELLANA|LORETO|SAN JOSE DE PAYAMINO|CASCADA CARACHUPA PAKCHA|Se localiza en la Comunidad Jumandy a 28km de Loreto y 33km en la vía Coca-Loreto. Para llegar a esta cascada se ingresa por una vía asfaltada de primer orden desde la carretera principal.|La cascada se forma del estero Carachupa en unca caída de 6 metros y forma una piscina con agua cristalina donde se realizán actividades recreativas, natación, caminatas alrededor, observación de flora y fauna, camping.|Oferta servicio de alimentación, guianza a través del centro de turismo comunitario.|-0.5596109|-77.16590202
User 168|1.7|1.69|1.69|1.7|1.61|4.44|5.0|5.0|5.0|5.0|1.81|1.94|1.45|1.09|5.0|0.59|0.58|0.58|0.61|0.63|1.16|1.14|1.12|1.14|ORELLANA|LORETO|SAN VICENTE DE HUATICOCHA|CAVERNAS MILAGRO DE DIOS|Es un sistema de cavernas con una sola entrada con un ancho de 7,10 m por 2,80 m, y un corredor de 140 m. de largo,|se puede apreciar vertientes internas de agua cristalina que brotan de lo profundo de la tierra, formaciones estalactitas, estalagmitas y fauna endémica como la *araña escoprión*, especies de murciélagos.|En los senderos que rodean al atractivo se observan formaciones geológicas que corresponden a la era cretácica. Se brinda servicios de alimentación y guianza.|-0.7226602|-77.492547
User 169|1.42|1.7|1.7|1.72|2.37|4.43|5.0|5.0|5.0|5.0|1.79|1.82|1.43|1.07|5.0|0.58|0.57|0.58|0.69|0.62|1.17|1.15|1.14|1.22|ORELLANA|LORETO|AVILA (CAB. EN HUIRUNO)|PARQUE TEMÁTICO AVILA HUIRUNO|El parque se encuentra distribuido en un área de 7581 m2,  posee un diseño muy particular con esculturas de especies de flora y fauna amazonica,  el GAD Parroquial ha diseñado un mural como su fachada en representación a la cultura kichwa,|un artista plástico kichwa ha diseñado y construido este singular parque único en su tipo en la región. Las actividades recreativas, de entretenimiento familiar y fotografía son las mas relevantes, junto al parque se oferta servicio de alimentació|Sin información|-0.71767945|-77.34131063
User 170|1.2|1.72|1.72|1.73|3.13|5.0|5.0|5.0|5.0|5.0|1.77|1.8|1.41|1.06|5.0|0.58|0.56|0.57|0.6|0.62|1.19|1.17|1.15|1.17|PICHINCHA|MEJÍA|MACHACHI|PARQUE MANANTIAL DE LOS VOLCANES|El Parque Manantial  de los Volcanes es un lugar para aprender, divertirse y recrearse, en un espacio donde la tecnología se conjuga con el entretenimiento. Su nombre corresponde a los volcanes y manantiales circundantes del cantón Mejía.|Cuenta con diversos espacios como: El pozo de los deseos, 6 piletas temáticas, un área de esculturas nacionales e internacionales, una zona de uso múltiple y una sala de entretenimiento y ejercicio, dispersos en una extensión de 1.5 hectáreas.|Sin información|-0.508179|-78.56773
User 171|1.45|1.74|1.73|1.76|2.37|4.42|5.0|5.0|5.0|5.0|1.76|1.78|1.4|1.04|5.0|0.57|0.56|0.56|0.6|0.61|1.21|1.39|1.17|1.18|PICHINCHA|MEJÍA|MACHACHI|CASCADA SAN LUIS|La cascada San Luis, es un pequeño y delicado salto de agua cristalina de 25 metros que alimenta al rio San Pedro, sus aguas cubren recelosamente la superficie de la pared rocosa semejante a un transparente manto.|En este pequeño y escondido lugar se puede observar diferentes aves, respirar un aire puro y disfrutar de la paz que ofrece la naturaleza.|Sin información|-0.459968|-78.549462
User 172|1.28|1.75|1.75|1.77|3.14|4.42|5.0|3.95|5.0|5.0|1.74|1.86|1.38|1.03|5.0|0.57|0.55|0.56|0.66|0.61|1.29|1.21|1.18|1.2|PICHINCHA|MEJÍA|MACHACHI|CULTURA CHAGRA|La palabra Chagra significa chakra: tierra para el cultivo, ser chagra significa conocer las labores agricolas y ganaderas del terruño. Los chagras son los habitantes del páramo que se encuentran dispersos en el sector el Pedregal cuna del Chagra,|desde niños tienen innata la habilidad para montar a caballo, manejar el ganado bravo y dedicar sus jornadas diarias a labrar la tierra. Los chagras son la identidad mejiense que tienen su propia fiesta que es el Paseo Procesional del Chagra.|Sin información|-0.521253|-78.501538
User 173|1.28|1.76|1.76|1.78|3.16|4.4|5.0|4.0|5.0|5.0|1.73|1.75|1.02|1.01|5.0|0.56|0.54|0.56|0.58|0.6|1.04|1.41|1.2|1.22|PICHINCHA|MEJÍA|MACHACHI|CASCADA SAN MIGUEL DE PEDREGAL|La cascada San Miguel es una suave caída de 27 metros de agua que alimenta al rio Guapal, está  rodeada de bosque andino donde predomina vegetación como: yaguales, pumamaquis y quishuares|, además se puede observar gran  variedad de aves y en el trayecto para llevar a la cascada se puede disfrutar de una vista panorámica del Volcán Pasochoa.|Sin información|-0.505996|-78.498728
User 174|1.41|1.27|1.78|5.0|2.4|4.39|4.6|3.94|5.0|5.0|1.71|1.77|1.0|0.99|4.6|0.55|0.54|0.55|0.57|0.6|1.04|1.24|1.22|1.25|PICHINCHA|MEJÍA|MACHACHI|RUINAS ARQUEOLOGICAS PUCARA DE SALITRE|"Las Ruinas Arqueológicas Púcara de Salitre, procede de un término quichua ""pukara"" que significa “fortaleza"" y se utiliza para denominar a un tipo de construcción prehispánica que adopta formas concéntricas de muros y fosos."|Estos vestigios fueron utilizados por los Incas y por los Panzaleos, los muros de esta fortaleza consisten en un complejo de 15 estructuras habitacionales.|La técnica que se utilizó para la construcción de estos muros fue el de la pirca con un uso netamente militar.|-0.616753|-78.367036
User 175|1.41|1.8|1.8|1.67|2.4|4.39|4.59|3.98|5.0|5.0|1.69|1.72|0.99|0.97|0.73|0.54|0.53|0.54|0.64|0.59|1.05|1.26|1.24|1.28|PICHINCHA|MEJÍA|MACHACHI|VOLCAN RUMIÑAHUI|El nombre de este majestuoso y apagado volcán se traduce como “Cara de Piedra”, está formado por tres cumbres: norte, central y sur, con muchas grietas y picos de roca que miden 800 metros de altura y que posiblemente se formaron tras|su último proceso eruptivo. Esta montaña es un balcón privilegiado para observar elevaciones como: El Cotopaxi, Illinizas, Pasochoa y el Sincholagua. Se considera que la dificultad para ascender al Volcán Rumiñahui es media, con un tiempo de 4-5 hor|Sin información|-0.591081|-78.510821
User 176|1.43|1.81|1.81|1.68|3.17|4.38|4.58|3.92|5.0|5.0|1.67|1.59|0.97|0.95|0.71|0.54|0.53|0.54|0.63|0.58|1.05|1.27|1.26|1.27|PICHINCHA|RUMIÑAHUI|SAN RAFAEL|CASA MUSEO EDUARDO KINGMAN|El Museo Casa Eduardo Kingman está conformado por seis salas de las cuales tres de ellas corresponden a exhibición de artes plásticas, una sala Siembra, una sala de Coro, y una sala de Teatro y Danza.|La casa fue creada en el año de 1962 al pasar los años fue adquirida por Eduardo Kingman en 1969. Desde el año  1975 ha sufrido varias modificaciones hasta 1997.|Los artistas ecuatorianos realizan exhibiciones cada 45 días, en estas se llevan a cabo la subasta de las mismas.|-0.309006|-78.453325
User 177|1.46|1.83|1.83|1.69|3.18|5.0|4.57|3.92|5.0|5.0|1.65|1.57|0.95|0.93|0.68|0.53|0.52|0.53|0.66|0.58|1.06|1.29|1.27|1.29|PICHINCHA|RUMIÑAHUI|RUMIPAMBA|CASCADACAMINOS DE RUMIPAMBA|La Cascada Caminos de Rumipaba, está ubicada en la parroquia rural de Rumipamba, es un atractivo natural impresionate por su belleza e imponencia, el acceso es mediante el Sendero Vilatuña en un tiempo aproximado de 30 minutos.|Sin información|Sin información|-0.456359|-78.423566
User 178|1.48|1.85|1.85|1.7|3.2|4.36|4.56|3.97|5.0|1.69|1.64|1.56|0.94|0.92|0.66|0.53|0.51|0.52|0.62|0.57|1.07|1.31|1.29|1.31|PICHINCHA|RUMIÑAHUI|RUMIPAMBA|CASCADA EL RELICARIO|La cascada El Relicario se encuentra en el sendero Vilatuña, durante este trayecto se puede observar varias cascadas de distintas alturas y diversos paisajes,|este sendero consta de aproximadamente 209 m de distancia, a sus alrededores se puede observar la variedad de flora y fauna que para el visitante es un entorno natural y tranquilo.|Sin información|-0.446098|-78.416025
User 179|1.5|1.86|1.86|1.71|3.19|4.36|4.55|5.0|5.0|1.67|1.62|1.66|0.92|0.9|0.65|0.52|0.51|0.52|0.53|5.0|1.08|1.32|1.31|1.33|PICHINCHA|RUMIÑAHUI|RUMIPAMBA|CASCADA CORAZÓN DE PIEDRA|"Cascada ""Corazón de Piedra"" Denominación por la forma de corazón que posee la roca gigante que divide las aguas del río Pita en este lugar,"|ubicada en el sendero de Cóndor Machay, el recrrido tiene una duración de 1 hora con 40 minutos para recorrerer el sendero.|Sin información|-0.456359|-78.423566
User 180|1.42|1.88|1.88|5.0|3.19|4.36|3.97|3.89|5.0|1.65|1.6|1.64|0.9|0.88|0.64|0.51|0.5|0.51|0.61|5.0|1.09|1.34|1.33|1.36|ZAMORA CHINCHIPE|EL PANGUI|EL GUISME|BOSQUE_EL_REMOLINO|El Bosque El Remolino se encuentra ubicado en el bario El Remolino de la parroquia El Guismi, cantón El Pangui, Zamora Chinchipe. Tiene un clima Húmedo-Tropical, su temperatura oscila los 22-24°C.|Es un atractivo natural-rural donde se puede caminar, fotografiar y observar la gran variedad de flora y fauna. Lo más asombroso es el árbol Higuerón (Ficus luschnathiana), ya que es un árbol que ha perdurado muchos años de vida.|Sin información|-3.61034|-78.548
User 181|1.54|1.89|1.89|5.0|3.19|4.35|3.96|3.89|5.0|1.64|1.59|1.63|0.89|0.87|0.64|0.51|0.0|0.5|0.53|0.54|1.09|1.36|1.34|1.37|GUAYAS|DURÁN|ELOY ALFARO (DURÁN)|MALECÓN MARIA PIEDAD|El malecón María Piedad en Durán es un valioso espacio urbano que ofrece a residentes y visitantes un área para disfrutar de actividades recreativas y de esparcimiento. Su diseño y características pueden variar con el tiempo, pero en general, el|malecón se destaca por su ubicación estratégica a lo largo del río Babahoyo, proporcionando vistas panorámicas y un ambiente agradable en el que se tiende a desarrollar actividades y eventos dentro de sus espacios recreativos.|Sin información|-2.16684|-79.85026
User 182|1.4|1.9|1.9|5.0|3.2|4.34|3.96|3.89|5.0|1.63|1.58|1.62|1.57|0.86|0.88|0.51|0.0|0.5|0.57|0.54|1.1|1.37|1.35|1.35|LOJA|PINDAL|CHAQUINAL|LAGUNA_CHAQUINAL|La laguna de Chaquinal lleva ese nombre debido a que se encuentra situada en la parroquia Chaquinal, tiene aproximadamente una profundidad de 3 a 4 m y 7 m de ancho, lo que permite que sus visitantes naden libremente.|Esta laguna está rodeada de vegetación haciendo de este sitio un lugar acogedor para disfrutar en familia y amigos.|Sin información|-4.04112|-80.03111
User 183|1.37|1.91|1.9|1.92|3.2|5.0|3.96|3.96|5.0|5.0|1.58|1.63|1.56|0.86|5.0|0.51|0.0|0.0|0.57|0.53|1.09|1.51|1.35|1.35|LOJA|LOJA|TAQUIL (MIGUEL RIOFRIO)|BALNEARIO DEL INCA|El Balneario del Inca, en la parroquia Chantaco, cantón y provincia de Loja, Ecuador. Con un clima templado subhúmedo y una temperatura de 18°C. Es un atractivo natural, primitivo. De ingreso libre.|Se practican actividades como: observación de flora y fauna, senderismo, caminatas y fotografía.|Sin información|-3.9618|-79.32816
User 184|1.36|5.0|1.9|1.91|2.43|4.34|5.0|3.97|5.0|5.0|1.59|1.65|1.51|0.86|5.0|0.52|0.0|0.0|0.51|0.53|1.09|1.37|1.35|1.35|LOJA|LOJA|TAQUIL (MIGUEL RIOFRIO)|CERRO SAN JUAN|El Cerro San Juan, en la parroquia Chantaco, cantón y provincia de Loja, en Ecuador. Con clima Templado Subhúmedo y a 15,3°C. Atractivo Natural, rural, de ingreso libre, un tramo por sendero.|Se realizan actividades de montañismo, observación de flora y fauna, senderismo, caminatas y fotografía.|Sin información|-3.87965|-79.3071
User 185|1.36|5.0|1.9|1.91|3.21|4.35|5.0|3.97|5.0|5.0|1.59|1.65|1.5|0.87|5.0|0.52|0.0|0.0|0.51|0.54|1.08|1.37|1.35|1.35|LOJA|LOJA|VILCABAMBA (VICTORIA)|BOSQUE DE LA RESERVA NATURAL RUMI WILCO|El Bosque de la Reserva Natural Rumi Wilco se encuentra a 5 minutos del centro de Vilcabamba, en la cual habita gran variedad de especies de fauna y flora, entre ellas las especies de árboles más exclusivas y enigmáticas del país como es el Huilco.|Se puede recorrer los senderos interpretativos autoguiados, estos senderos atraviesan quebradas, filos, cuestas abruptas y planicies, también brinda servicio de hospedaje en las cabañas con un valor de $ 30 USD por persona o 4 personas por $ 48 USD.|Sin información|-4.25809|-79.21669
User 186|1.37|5.0|1.9|1.91|3.21|3.22|5.0|3.9|5.0|5.0|1.59|1.64|1.62|0.87|5.0|0.52|0.0|0.0|0.51|0.53|1.06|1.38|1.35|1.35|LOJA|LOJA|VILCABAMBA (VICTORIA)|CASCADA EL PALTO|La Cascada el Palto, en Yamburara Alto. Vilcabamba. Loja. Ecuador, con clima tropical a 20°C, es un producto de naturaleza, rústico, de ingreso pagado de $ 1,00 USD. Tiene una caída de agua, de 30 metros aproximadamente.|Se realizan actividades como: Bañarse, senderismo, recreativas, cabalgata, caminata, picnic, observación de flora/fauna y fotografía.|Sin información|-4.265298|-79.1764759
User 187|1.36|1.42|1.9|1.91|2.43|3.21|4.54|5.0|5.0|5.0|1.59|1.64|1.72|0.87|5.0|0.53|0.0|0.0|0.51|0.53|1.06|1.38|1.35|1.35|ZAMORA CHINCHIPE|EL PANGUI|PACHICUTZA|CASCADA_3_HILOS|La Cascada 3 Hilos se encuentra ubicado en San Roque, en la parroquia de Pachicutza, cantón El Pangui, Zamora Chinchipe. Tiene un clima húmedo tropical, su temperatura oscila entre los 22-24°C.|Es un atractivo de natural-rural y para acceder a la cascada se puede llegar en auto hasta cierto tramo, se necesita ir acompañados de un guía de la zona, en el trayecto se podrá realizar actividades como la observación de flora y fauna,|y disfrutar de sus  aguas color marrón.|-3.680278|-78.583611
User 188|1.36|5.0|1.9|1.91|3.21|3.21|5.0|4.55|5.0|5.0|1.59|1.63|1.6|0.87|5.0|0.54|0.0|0.0|0.5|0.58|1.06|1.37|1.35|1.35|ZAMORA CHINCHIPE|EL PANGUI|PACHICUTZA|CASCADA_LA_MILAGROSA|La Cascada La Milagrosa se encuentra ubicado en San Roque, en la parroquia de Pachicutza, en el cantón El Pangui, Zamora Chinchipe. Tiene un clima húmedo tropical, su temperatura oscila entre los 22-24°C. Es un atractivo de natural-rural,|para acceder se puede llegar en auto hasta cierto lugar, posteriormente se debe caminar durante 10 minutos. Entre las actividades que se puede realizar es la observación de flora y fauna, de igual manera se puede gozar de sus aguas color marrón.|Sin información|-3.70706|-78.59641
User 189|1.36|5.0|1.9|1.91|3.21|3.21|5.0|4.54|5.0|5.0|1.59|1.65|1.59|0.87|5.0|0.55|0.0|0.0|0.5|0.69|1.06|1.37|1.35|1.35|ZAMORA CHINCHIPE|EL PANGUI|EL PANGUI|CASCADA_NAMAKUNTZA|La cascada Namakutza se encuentra ubicado en la comunidad de Uwents, cantón El Pangui, Zamora Chinchipe, Ecuador, de clima húmedo tropical, oscila los 22-24°C. Es un atractivo de natural-rural. En el camino se puede apreciar una abundante vegetación|y divisar gran cantidad de aves. Entre las actividades que se puede practicar son la observación de flora y fauna y senderismo Se recomienda ir con ropa cómoda y llevar botas.  Para ingresar al lugar se debe contactar con un guía del lugar.|Sin información|-3.58571|-78.66896
